,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
0,AS Livorno,Rangers FC,2,3,AwayTeam,Group A,-,"Oct 19, 2006"
1,Maccabi Haifa,AJ Auxerre,3,1,HomeTeam,Group A,-,"Oct 19, 2006"
2,FK Partizan Belgrade,AS Livorno,1,1,Draw,Group A,-,"Nov 2, 2006"
3,Rangers FC,Maccabi Haifa,2,0,HomeTeam,Group A,-,"Nov 2, 2006"
4,AJ Auxerre,Rangers FC,2,2,Draw,Group A,-,"Nov 23, 2006"
5,Maccabi Haifa,FK Partizan Belgrade,1,0,HomeTeam,Group A,-,"Nov 23, 2006"
6,AS Livorno,Maccabi Haifa,1,1,Draw,Group A,-,"Nov 29, 2006"
7,FK Partizan Belgrade,AJ Auxerre,1,4,AwayTeam,Group A,-,"Nov 29, 2006"
8,AJ Auxerre,AS Livorno,0,1,AwayTeam,Group A,-,"Dec 14, 2006"
9,Rangers FC,FK Partizan Belgrade,1,0,HomeTeam,Group A,-,"Dec 14, 2006"
10,Besiktas JK,Tottenham Hotspur,0,2,AwayTeam,Group B,-,"Oct 19, 2006"
11,Club Brugge KV,Bayer 04 Leverkusen,1,1,Draw,Group B,-,"Oct 19, 2006"
12,Dinamo Bukarest,Besiktas JK,2,1,HomeTeam,Group B,-,"Nov 2, 2006"
13,Tottenham Hotspur,Club Brugge KV,3,1,HomeTeam,Group B,-,"Nov 2, 2006"
14,Bayer 04 Leverkusen,Tottenham Hotspur,0,1,AwayTeam,Group B,-,"Nov 23, 2006"
15,Club Brugge KV,Dinamo Bukarest,1,1,Draw,Group B,-,"Nov 23, 2006"
16,Dinamo Bukarest,Bayer 04 Leverkusen,2,1,HomeTeam,Group B,-,"Nov 29, 2006"
17,Besiktas JK,Club Brugge KV,2,1,HomeTeam,Group B,-,"Nov 29, 2006"
18,Bayer 04 Leverkusen,Besiktas JK,2,1,HomeTeam,Group B,-,"Dec 14, 2006"
19,Tottenham Hotspur,Dinamo Bukarest,3,1,HomeTeam,Group B,-,"Dec 14, 2006"
20,AZ Alkmaar,SC Braga,3,0,HomeTeam,Group C,-,"Oct 19, 2006"
21,FC Slovan Liberec,Sevilla FC,0,0,Draw,Group C,-,"Oct 19, 2006"
22,Grasshopper Club Zurich,AZ Alkmaar,2,5,AwayTeam,Group C,-,"Nov 2, 2006"
23,SC Braga,FC Slovan Liberec,4,0,HomeTeam,Group C,-,"Nov 2, 2006"
24,FC Slovan Liberec,Grasshopper Club Zurich,4,1,HomeTeam,Group C,-,"Nov 23, 2006"
25,Sevilla FC,SC Braga,2,0,HomeTeam,Group C,-,"Nov 23, 2006"
26,AZ Alkmaar,FC Slovan Liberec,2,2,Draw,Group C,-,"Nov 29, 2006"
27,Grasshopper Club Zurich,Sevilla FC,0,4,AwayTeam,Group C,-,"Nov 29, 2006"
28,SC Braga,Grasshopper Club Zurich,2,0,HomeTeam,Group C,-,"Dec 14, 2006"
29,Sevilla FC,AZ Alkmaar,1,2,AwayTeam,Group C,-,"Dec 14, 2006"
30,CA Osasuna,SC Heerenveen,0,0,Draw,Group D,-,"Oct 19, 2006"
31,Odense Boldklub,Parma FC,1,2,AwayTeam,Group D,-,"Oct 19, 2006"
32,SC Heerenveen,Odense Boldklub,0,2,AwayTeam,Group D,-,"Nov 2, 2006"
33,RC Lens,CA Osasuna,3,1,HomeTeam,Group D,-,"Nov 2, 2006"
34,Odense Boldklub,RC Lens,1,1,Draw,Group D,-,"Nov 23, 2006"
35,Parma FC,SC Heerenveen,2,1,HomeTeam,Group D,-,"Nov 23, 2006"
36,CA Osasuna,Odense Boldklub,3,1,HomeTeam,Group D,-,"Nov 29, 2006"
37,RC Lens,Parma FC,1,2,AwayTeam,Group D,-,"Nov 29, 2006"
38,Parma FC,CA Osasuna,0,3,AwayTeam,Group D,-,"Dec 14, 2006"
39,SC Heerenveen,RC Lens,1,0,HomeTeam,Group D,-,"Dec 14, 2006"
40,Wisla Kraków,Blackburn Rovers,1,2,AwayTeam,Group E,-,"Oct 19, 2006"
41,FC Basel 1893,Feyenoord Rotterdam,1,1,Draw,Group E,-,"Oct 19, 2006"
42,AS Nancy-Lorraine,Wisla Kraków,2,1,HomeTeam,Group E,-,"Nov 2, 2006"
43,Blackburn Rovers,FC Basel 1893,3,0,HomeTeam,Group E,-,"Nov 2, 2006"
44,FC Basel 1893,AS Nancy-Lorraine,2,2,Draw,Group E,-,"Nov 23, 2006"
45,Feyenoord Rotterdam,Blackburn Rovers,0,0,Draw,Group E,-,"Nov 23, 2006"
46,AS Nancy-Lorraine,Feyenoord Rotterdam,3,0,HomeTeam,Group E,-,"Nov 30, 2006"
47,Wisla Kraków,FC Basel 1893,3,1,HomeTeam,Group E,-,"Nov 30, 2006"
48,Blackburn Rovers,AS Nancy-Lorraine,1,0,HomeTeam,Group E,-,"Dec 13, 2006"
49,Feyenoord Rotterdam,Wisla Kraków,3,1,HomeTeam,Group E,-,"Dec 13, 2006"
50,Austria Vienna,SV Zulte Waregem,1,4,AwayTeam,Group F,-,"Oct 19, 2006"
51,AC Sparta Praha,RCD Espanyol Barcelona,0,2,AwayTeam,Group F,-,"Oct 19, 2006"
52,SV Zulte Waregem,AC Sparta Praha,3,1,HomeTeam,Group F,-,"Nov 2, 2006"
53,Ajax Amsterdam,Austria Vienna,3,0,HomeTeam,Group F,-,"Nov 2, 2006"
54,AC Sparta Praha,Ajax Amsterdam,0,0,Draw,Group F,-,"Nov 23, 2006"
55,RCD Espanyol Barcelona,SV Zulte Waregem,6,2,HomeTeam,Group F,-,"Nov 23, 2006"
56,Austria Vienna,AC Sparta Praha,0,1,AwayTeam,Group F,-,"Nov 30, 2006"
57,Ajax Amsterdam,RCD Espanyol Barcelona,0,2,AwayTeam,Group F,-,"Nov 30, 2006"
58,SV Zulte Waregem,Ajax Amsterdam,0,3,AwayTeam,Group F,-,"Dec 13, 2006"
59,RCD Espanyol Barcelona,Austria Vienna,1,0,HomeTeam,Group F,-,"Dec 13, 2006"
60,Panathinaikos Athens,Hapoel Tel Aviv,2,0,HomeTeam,Group G,-,"Oct 19, 2006"
61,FC Rapid 1923,Paris Saint-Germain,0,0,Draw,Group G,-,"Oct 19, 2006"
62,Hapoel Tel Aviv,FC Rapid 1923,2,2,Draw,Group G,-,"Nov 2, 2006"
63,FK Mladá Boleslav,Panathinaikos Athens,0,1,AwayTeam,Group G,-,"Nov 2, 2006"
64,FC Rapid 1923,FK Mladá Boleslav,1,1,Draw,Group G,-,"Nov 23, 2006"
65,Paris Saint-Germain,Hapoel Tel Aviv,2,4,AwayTeam,Group G,-,"Nov 23, 2006"
66,FK Mladá Boleslav,Paris Saint-Germain,0,0,Draw,Group G,-,"Nov 30, 2006"
67,Panathinaikos Athens,FC Rapid 1923,0,0,Draw,Group G,-,"Nov 30, 2006"
68,Hapoel Tel Aviv,FK Mladá Boleslav,1,1,Draw,Group G,-,"Dec 13, 2006"
69,Paris Saint-Germain,Panathinaikos Athens,4,0,HomeTeam,Group G,-,"Dec 13, 2006"
70,Eintracht Frankfurt,US Palermo,1,2,AwayTeam,Group H,-,"Oct 19, 2006"
71,Newcastle United,Fenerbahce SK,1,0,HomeTeam,Group H,-,"Oct 19, 2006"
72,US Palermo,Newcastle United,0,1,AwayTeam,Group H,-,"Nov 2, 2006"
73,Celta de Vigo,Eintracht Frankfurt,1,1,Draw,Group H,-,"Nov 2, 2006"
74,Fenerbahce SK,US Palermo,3,0,HomeTeam,Group H,-,"Nov 23, 2006"
75,Newcastle United,Celta de Vigo,2,1,HomeTeam,Group H,-,"Nov 23, 2006"
76,Celta de Vigo,Fenerbahce SK,1,0,HomeTeam,Group H,-,"Nov 30, 2006"
77,Eintracht Frankfurt,Newcastle United,0,0,Draw,Group H,-,"Nov 30, 2006"
78,Fenerbahce SK,Eintracht Frankfurt,2,2,Draw,Group H,-,"Dec 13, 2006"
79,US Palermo,Celta de Vigo,1,1,Draw,Group H,-,"Dec 13, 2006"
80,Shakhtar Donetsk,AS Nancy-Lorraine,1,1,Draw,intermediate stage 1st leg,-,"Feb 14, 2007"
81,CSKA Moscow,Maccabi Haifa,0,0,Draw,intermediate stage 1st leg,-,"Feb 14, 2007"
82,FC Girondins Bordeaux,CA Osasuna,0,0,Draw,intermediate stage 1st leg,-,"Feb 14, 2007"
83,Bayer 04 Leverkusen,Blackburn Rovers,3,2,HomeTeam,intermediate stage 1st leg,-,"Feb 14, 2007"
84,Fenerbahce SK,AZ Alkmaar,3,3,Draw,intermediate stage 1st leg,-,"Feb 14, 2007"
85,Hapoel Tel Aviv,Rangers FC,2,1,HomeTeam,intermediate stage 1st leg,-,"Feb 14, 2007"
86,SV Werder Bremen,Ajax Amsterdam,3,0,HomeTeam,intermediate stage 1st leg,-,"Feb 14, 2007"
87,AS Livorno,RCD Espanyol Barcelona,1,2,AwayTeam,intermediate stage 1st leg,-,"Feb 14, 2007"
88,AEK Athens,Paris Saint-Germain,0,2,AwayTeam,intermediate stage 1st leg,-,"Feb 14, 2007"
89,SL Benfica,Dinamo Bukarest,1,0,HomeTeam,intermediate stage 1st leg,-,"Feb 14, 2007"
90,Spartak Moscow,Celta de Vigo,1,1,Draw,intermediate stage 1st leg,-,"Feb 15, 2007"
91,Steaua Bukarest,Sevilla FC,0,2,AwayTeam,intermediate stage 1st leg,-,"Feb 15, 2007"
92,SC Braga,Parma FC,1,0,HomeTeam,intermediate stage 1st leg,-,"Feb 15, 2007"
93,SV Zulte Waregem,Newcastle United,1,3,AwayTeam,intermediate stage 1st leg,-,"Feb 15, 2007"
94,RC Lens,Panathinaikos Athens,3,1,HomeTeam,intermediate stage 1st leg,-,"Feb 15, 2007"
95,AZ Alkmaar,Fenerbahce SK,2,2,Draw,intermediate stage 2nd leg,AZ Alkmaar,"Feb 22, 2007"
96,Blackburn Rovers,Bayer 04 Leverkusen,0,0,Draw,intermediate stage 2nd leg,Bayer 04 Leverkusen,"Feb 22, 2007"
97,AS Nancy-Lorraine,Shakhtar Donetsk,0,1,AwayTeam,intermediate stage 2nd leg,Shakhtar Donetsk,"Feb 22, 2007"
98,Dinamo Bukarest,SL Benfica,1,2,AwayTeam,intermediate stage 2nd leg,SL Benfica,"Feb 22, 2007"
99,Maccabi Haifa,CSKA Moscow,1,0,HomeTeam,intermediate stage 2nd leg,Maccabi Haifa,"Feb 22, 2007"
100,Newcastle United,SV Zulte Waregem,1,0,HomeTeam,intermediate stage 2nd leg,Newcastle United,"Feb 22, 2007"
101,Sevilla FC,Steaua Bukarest,1,0,HomeTeam,intermediate stage 2nd leg,Sevilla FC,"Feb 22, 2007"
102,Panathinaikos Athens,RC Lens,0,0,Draw,intermediate stage 2nd leg,RC Lens,"Feb 22, 2007"
103,Parma FC,SC Braga,0,1,AwayTeam,intermediate stage 2nd leg,SC Braga,"Feb 22, 2007"
104,Celta de Vigo,Spartak Moscow,2,1,HomeTeam,intermediate stage 2nd leg,Celta de Vigo,"Feb 22, 2007"
105,Paris Saint-Germain,AEK Athens,2,0,HomeTeam,intermediate stage 2nd leg,Paris Saint-Germain,"Feb 22, 2007"
106,CA Osasuna,FC Girondins Bordeaux,1,0,HomeTeam,intermediate stage 2nd leg,CA Osasuna,"Feb 22, 2007"
107,Ajax Amsterdam,SV Werder Bremen,3,1,HomeTeam,intermediate stage 2nd leg,SV Werder Bremen,"Feb 22, 2007"
108,Rangers FC,Hapoel Tel Aviv,4,0,HomeTeam,intermediate stage 2nd leg,Rangers FC,"Feb 22, 2007"
109,RCD Espanyol Barcelona,AS Livorno,2,0,HomeTeam,intermediate stage 2nd leg,RCD Espanyol Barcelona,"Feb 22, 2007"
110,RC Lens,Bayer 04 Leverkusen,2,1,HomeTeam,last 16 1st leg,-,"Mar 8, 2007"
111,Maccabi Haifa,RCD Espanyol Barcelona,0,0,Draw,last 16 1st leg,-,"Mar 8, 2007"
112,Newcastle United,AZ Alkmaar,4,2,HomeTeam,last 16 1st leg,-,"Mar 8, 2007"
113,Celta de Vigo,SV Werder Bremen,0,1,AwayTeam,last 16 1st leg,-,"Mar 8, 2007"
114,Paris Saint-Germain,SL Benfica,2,1,HomeTeam,last 16 1st leg,-,"Mar 8, 2007"
115,Sevilla FC,Shakhtar Donetsk,2,2,Draw,last 16 1st leg,-,"Mar 8, 2007"
116,Rangers FC,CA Osasuna,1,1,Draw,last 16 1st leg,-,"Mar 8, 2007"
117,SC Braga,Tottenham Hotspur,2,3,AwayTeam,last 16 1st leg,-,"Mar 8, 2007"
118,Bayer 04 Leverkusen,RC Lens,3,0,HomeTeam,last 16 2nd leg,Bayer 04 Leverkusen,"Mar 14, 2007"
119,SV Werder Bremen,Celta de Vigo,2,0,HomeTeam,last 16 2nd leg,SV Werder Bremen,"Mar 14, 2007"
120,CA Osasuna,Rangers FC,1,0,HomeTeam,last 16 2nd leg,CA Osasuna,"Mar 14, 2007"
121,Tottenham Hotspur,SC Braga,3,2,HomeTeam,last 16 2nd leg,Tottenham Hotspur,"Mar 14, 2007"
122,Shakhtar Donetsk,Sevilla FC,2,3,AwayTeam,last 16 2nd leg,Sevilla FC,"Mar 15, 2007"
123,AZ Alkmaar,Newcastle United,2,0,HomeTeam,last 16 2nd leg,AZ Alkmaar,"Mar 15, 2007"
124,RCD Espanyol Barcelona,Maccabi Haifa,4,0,HomeTeam,last 16 2nd leg,RCD Espanyol Barcelona,"Mar 15, 2007"
125,SL Benfica,Paris Saint-Germain,3,1,HomeTeam,last 16 2nd leg,SL Benfica,"Mar 15, 2007"
126,Bayer 04 Leverkusen,CA Osasuna,0,3,AwayTeam,Quarter-Finals 1st leg,-,"Apr 5, 2007"
127,RCD Espanyol Barcelona,SL Benfica,3,2,HomeTeam,Quarter-Finals 1st leg,-,"Apr 5, 2007"
128,AZ Alkmaar,SV Werder Bremen,0,0,Draw,Quarter-Finals 1st leg,-,"Apr 5, 2007"
129,Sevilla FC,Tottenham Hotspur,2,1,HomeTeam,Quarter-Finals 1st leg,-,"Apr 5, 2007"
130,SV Werder Bremen,AZ Alkmaar,4,1,HomeTeam,Quarter-Finals 2nd leg,SV Werder Bremen,"Apr 12, 2007"
131,SL Benfica,RCD Espanyol Barcelona,0,0,Draw,Quarter-Finals 2nd leg,RCD Espanyol Barcelona,"Apr 12, 2007"
132,CA Osasuna,Bayer 04 Leverkusen,1,0,HomeTeam,Quarter-Finals 2nd leg,CA Osasuna,"Apr 12, 2007"
133,Tottenham Hotspur,Sevilla FC,2,2,Draw,Quarter-Finals 2nd leg,Sevilla FC,"Apr 12, 2007"
134,RCD Espanyol Barcelona,SV Werder Bremen,3,0,HomeTeam,Semi-Finals 1st Leg,-,"Apr 26, 2007"
135,CA Osasuna,Sevilla FC,1,0,HomeTeam,Semi-Finals 1st Leg,-,"Apr 26, 2007"
136,SV Werder Bremen,RCD Espanyol Barcelona,1,2,AwayTeam,Semi-Finals 2nd Leg,RCD Espanyol Barcelona,"May 3, 2007"
137,Sevilla FC,CA Osasuna,2,0,HomeTeam,Semi-Finals 2nd Leg,Sevilla FC,"May 3, 2007"
138,RCD Espanyol Barcelona,Sevilla FC,3,5,AwayTeam,Final,Sevilla FC,"May 16, 2007"
