,Tournament,City,Country,Start Date,Prize,Champion,Surface,URL,Year
334,ATP Finals,,Empty,2009.11.22,"$5,000,000",Nikolay Davydenko,Hard,/en/scores/archive/atp-finals/605/2009/results,2009
335,Brisbane,Brisbane,Empty,2010.01.03,"$424,250",Andy Roddick,Hard,/en/scores/archive/brisbane/339/2010/results,2010
336,Doha,Doha,Empty,2010.01.04,"$1,110,250",Nikolay Davydenko,Hard,/en/scores/archive/doha/451/2010/results,2010
337,Chennai,Chennai,Empty,2010.01.04,"$450,000",Marin Cilic,Hard,/en/scores/archive/chennai/891/2010/results,2010
338,Sydney,Sydney,Empty,2010.01.11,"$424,250",Marcos Baghdatis,Hard,/en/scores/archive/sydney/338/2010/results,2010
339,Auckland,Auckland,Empty,2010.01.11,"$407,250",John Isner,Hard,/en/scores/archive/auckland/301/2010/results,2010
340,Australian Open,Melbourne,Empty,2010.01.18,"A$11,048,640",Roger Federer,Hard,/en/scores/archive/australian-open/580/2010/results,2010
341,Johannesburg,Johannesburg,Empty,2010.02.01,"$500,000",Feliciano Lopez,Hard,/en/scores/archive/johannesburg/5012/2010/results,2010
342,Santiago,Santiago,Empty,2010.02.01,"$450,000",Thomaz Bellucci,Clay,/en/scores/archive/santiago/505/2010/results,2010
343,Zagreb,Zagreb,Empty,2010.02.01,"€450,000",Marin Cilic,Hard,/en/scores/archive/zagreb/2276/2010/results,2010
344,Rotterdam,Rotterdam,Empty,2010.02.08,"€1,445,000",Robin Soderling,Hard,/en/scores/archive/rotterdam/407/2010/results,2010
345,San Jose,San Jose,Empty,2010.02.08,"$600,000",Fernando Verdasco,Hard,/en/scores/archive/san-jose/424/2010/results,2010
346,Costa do Sauipe,Costa do Sauipe,Empty,2010.02.08,"$500,000",Juan Carlos Ferrero,Clay,/en/scores/archive/costa-do-sauipe/533/2010/results,2010
347,Memphis,Memphis,Empty,2010.02.15,"$1,226,500",Sam Querrey,Hard,/en/scores/archive/memphis/402/2010/results,2010
348,Marseille,Marseille,France,2010.02.15,"€576,000",Michael Llodra,Hard,/en/scores/archive/marseille/496/2010/results,2010
349,Buenos Aires,Buenos Aires,Empty,2010.02.15,"$544,300",Juan Carlos Ferrero,Clay,/en/scores/archive/buenos-aires/506/2010/results,2010
350,Dubai,Dubai,United Arab Emirates,2010.02.22,"$2,233,000",Novak Djokovic,Hard,/en/scores/archive/dubai/495/2010/results,2010
351,Acapulco,Acapulco,Mexico,2010.02.22,"$1,081,500",David Ferrer,Clay,/en/scores/archive/acapulco/807/2010/results,2010
352,Delray Beach,Delray Beach,Empty,2010.02.22,"$500,000",Ernests Gulbis,Hard,/en/scores/archive/delray-beach/499/2010/results,2010
353,ATP Masters 1000 Indian Wells,Indian Wells,Empty,2010.03.11,"$4,702,285",Ivan Ljubicic,Hard,/en/scores/archive/indian-wells/404/2010/results,2010
354,ATP Masters 1000 Miami,Miami,Empty,2010.03.24,"$4,500,000",Andy Roddick,Hard,/en/scores/archive/miami/403/2010/results,2010
355,Houston,Houston,United States,2010.04.05,"$500,000",Juan Ignacio Chela,Clay,/en/scores/archive/houston/717/2010/results,2010
356,Casablanca,Casablanca,Empty,2010.04.05,"€450,000",Stan Wawrinka,Clay,/en/scores/archive/casablanca/360/2010/results,2010
357,ATP Masters 1000 Monte Carlo,Monte Carlo,Empty,2010.04.11,"€2,750,000",Rafael Nadal,Clay,/en/scores/archive/monte-carlo/410/2010/results,2010
358,Barcelona,Barcelona,Empty,2010.04.19,"€1,995,000",Fernando Verdasco,Clay,/en/scores/archive/barcelona/425/2010/results,2010
359,ATP Masters 1000 Rome,Rome,Empty,2010.04.25,"€2,750,000",Rafael Nadal,Clay,/en/scores/archive/rome/416/2010/results,2010
360,Munich,Munich,Germany,2010.05.02,"€450,000",Mikhail Youzhny,Clay,/en/scores/archive/munich/308/2010/results,2010
361,Estoril,Estoril,Empty,2010.05.03,"€450,000",Albert Montanes,Clay,/en/scores/archive/estoril/468/2010/results,2010
362,Belgrade,Belgrade,Empty,2010.05.03,"€424,950",Sam Querrey,Clay,/en/scores/archive/belgrade/5053/2010/results,2010
363,ATP Masters 1000 Madrid,Madrid,Spain,2010.05.09,"€3,700,000",Rafael Nadal,Clay,/en/scores/archive/madrid/1536/2010/results,2010
364,World Team Championship,Dusseldorf,Empty,2010.05.16,"€1,350,000",Juan Monaco,Clay,/en/scores/archive/dusseldorf/615/2010/results,2010
365,Nice,Nice,France,2010.05.16,"€450,000",Richard Gasquet,Clay,/en/scores/archive/nice/6120/2010/results,2010
366,Roland Garros,Paris,France,2010.05.24,"€7,580,800",Rafael Nadal,Clay,/en/scores/archive/roland-garros/520/2010/results,2010
367,Halle,Halle,Germany,2010.06.07,"€750,000",Lleyton Hewitt,Grass,/en/scores/archive/halle/500/2010/results,2010
368,London / Queen's Club,London,Great Britain,2010.06.07,"€713,950",Sam Querrey,Grass,/en/scores/archive/london/311/2010/results,2010
369,Eastbourne,Eastbourne,Great Britain,2010.06.13,"€456,750",Michael Llodra,Grass,/en/scores/archive/eastbourne/741/2010/results,2010
370,s-Hertogenbosch,s-Hertogenbosch,Netherlands,2010.06.13,"€450,000",Sergiy Stakhovsky,Grass,/en/scores/archive/s-hertogenbosch/440/2010/results,2010
371,Wimbledon,London,Great Britain,2010.06.21,"£6,196,000",Rafael Nadal,Grass,/en/scores/archive/wimbledon/540/2010/results,2010
372,Newport,Newport,United States,2010.07.05,"$500,000",Mardy Fish,Grass,/en/scores/archive/newport/315/2010/results,2010
373,Bastad,Bastad,Sweden,2010.07.12,"€450,000",Nicolas Almagro,Clay,/en/scores/archive/bastad/316/2010/results,2010
374,Stuttgart,Stuttgart,Germany,2010.07.12,"€450,000",Albert Montanes,Clay,/en/scores/archive/stuttgart/321/2010/results,2010
375,Hamburg,Hamburg,Germany,2010.07.19,"€1,115,000",Andrey Golubev,Clay,/en/scores/archive/hamburg/414/2010/results,2010
376,Atlanta,Atlanta,United States,2010.07.19,"$600,000",Mardy Fish,Hard,/en/scores/archive/atlanta/6116/2010/results,2010
377,Gstaad,Gstaad,Switzerland,2010.07.25,"€450,000",Nicolas Almagro,Clay,/en/scores/archive/gstaad/314/2010/results,2010
378,Los Angeles,Los Angeles,United States,2010.07.26,"$700,000",Sam Querrey,Hard,/en/scores/archive/los-angeles/423/2010/results,2010
379,Umag,Umag,Croatia,2010.07.26,"€450,000",Juan Carlos Ferrero,Clay,/en/scores/archive/umag/439/2010/results,2010
380,Washington,Washington,United States,2010.08.01,"$1,402,000",David Nalbandian,Hard,/en/scores/archive/washington/418/2010/results,2010
381,ATP Masters 1000 Canada,Toronto,Canada,2010.08.09,"$3,000,000",Andy Murray,Hard,/en/scores/archive/toronto/421/2010/results,2010
382,ATP Masters 1000 Cincinnati,Cincinnati,United States,2010.08.15,"$3,000,000",Roger Federer,Hard,/en/scores/archive/cincinnati/422/2010/results,2010
383,New Haven,New Haven,Empty,2010.08.22,"$750,000",Sergiy Stakhovsky,Hard,/en/scores/archive/new-haven/3348/2010/results,2010
384,US Open,New York,Empty,2010.08.30,"$10,508,000",Rafael Nadal,Hard,/en/scores/archive/us-open/560/2010/results,2010
385,Metz,Metz,Empty,2010.09.20,"€450,000",Gilles Simon,Hard,/en/scores/archive/metz/341/2010/results,2010
386,Bucharest,Bucharest,Empty,2010.09.20,"€420,200",Juan Ignacio Chela,Clay,/en/scores/archive/bucharest/773/2010/results,2010
387,Kuala Lumpur,Kuala Lumpur,Empty,2010.09.27,"$947,750",Mikhail Youzhny,Hard,/en/scores/archive/kuala-lumpur/6003/2010/results,2010
388,Bangkok,Bangkok,Empty,2010.09.27,"$608,500",Guillermo Garcia-Lopez,Hard,/en/scores/archive/bangkok/1720/2010/results,2010
389,Beijing,Beijing,China,2010.10.04,"$3,336,500",Novak Djokovic,Hard,/en/scores/archive/beijing/747/2010/results,2010
390,Tokyo,Tokyo,Empty,2010.10.04,"$1,226,500",Rafael Nadal,Hard,/en/scores/archive/tokyo/329/2010/results,2010
391,ATP Masters 1000 Shanghai,Shanghai,China,2010.10.10,"$5,250,000",Andy Murray,Hard,/en/scores/archive/shanghai/5014/2010/results,2010
392,Moscow,Moscow,Russia,2010.10.18,"$1,080,500",Viktor Troicki,Hard,/en/scores/archive/moscow/438/2010/results,2010
393,Stockholm,Stockholm,Empty,2010.10.18,"€600,000",Roger Federer,Hard,/en/scores/archive/stockholm/429/2010/results,2010
394,St. Petersburg,St. Petersburg,Russia,2010.10.25,"$750,000",Mikhail Kukushkin,Hard,/en/scores/archive/st-petersburg/568/2010/results,2010
395,Montpellier,Montpellier,France,2010.10.25,"€650,000",Gael Monfils,Hard,/en/scores/archive/montpellier/375/2010/results,2010
396,Vienna,Vienna,Austria,2010.10.25,"€650,000",Jurgen Melzer,Hard,/en/scores/archive/vienna/337/2010/results,2010
397,Valencia,Valencia,Switzerland,2010.10.31,"€2,019,000",David Ferrer,Hard,/en/scores/archive/valencia/573/2010/results,2010
398,Basel,Basel,Switzerland,2010.11.01,"€1,755,000",Roger Federer,Hard,/en/scores/archive/basel/328/2010/results,2010
399,ATP Masters 1000 Paris,Paris,France,2010.11.07,"€2,750,000",Robin Soderling,Hard,/en/scores/archive/paris/352/2010/results,2010
400,ATP Finals,,Empty,2010.11.21,"$5,070,000",Roger Federer,Hard,/en/scores/archive/atp-finals/605/2010/results,2010
401,Brisbane,Brisbane,Australia,2011.01.02,"$474,050",Robin Soderling,Hard,/en/scores/archive/brisbane/339/2011/results,2011
402,Doha,Doha,Qatar,2011.01.03,"$1,110,250",Roger Federer,Hard,/en/scores/archive/doha/451/2011/results,2011
403,Chennai,Chennai,India,2011.01.03,"$450,000",Stan Wawrinka,Hard,/en/scores/archive/chennai/891/2011/results,2011
404,Sydney,Sydney,Australia,2011.01.10,"$474,050",Gilles Simon,Hard,/en/scores/archive/sydney/338/2011/results,2011
405,Auckland,Auckland,New Zealand,2011.01.10,"$450,000",David Ferrer,Hard,/en/scores/archive/auckland/301/2011/results,2011
406,Australian Open,Melbourne,Australia,2011.01.17,"A$11,414,950",Novak Djokovic,Hard,/en/scores/archive/australian-open/580/2011/results,2011
407,Johannesburg,Johannesburg,South Africa,2011.01.31,"$500,000",Kevin Anderson,Hard,/en/scores/archive/johannesburg/5012/2011/results,2011
408,Santiago,Santiago,Chile,2011.01.31,"$450,000",Tommy Robredo,Clay,/en/scores/archive/santiago/505/2011/results,2011
409,Zagreb,Zagreb,Croatia,2011.01.31,"€450,000",Ivan Dodig,Hard,/en/scores/archive/zagreb/2276/2011/results,2011
410,Rotterdam,Rotterdam,Netherlands,2011.02.07,"€1,445,000",Robin Soderling,Hard,/en/scores/archive/rotterdam/407/2011/results,2011
411,San Jose,San Jose,United States,2011.02.07,"$600,000",Milos Raonic,Hard,/en/scores/archive/san-jose/424/2011/results,2011
412,Costa do Sauipe,Costa do Sauipe,Brazil,2011.02.07,"$527,700",Nicolas Almagro,Clay,/en/scores/archive/costa-do-sauipe/533/2011/results,2011
413,Memphis,Memphis,United States,2011.02.14,"$1,226,500",Andy Roddick,Hard,/en/scores/archive/memphis/402/2011/results,2011
414,Marseille,Marseille,France,2011.02.14,"€576,000",Robin Soderling,Hard,/en/scores/archive/marseille/496/2011/results,2011
415,Buenos Aires,Buenos Aires,Argentina,2011.02.14,"$547,900",Nicolas Almagro,Clay,/en/scores/archive/buenos-aires/506/2011/results,2011
416,Dubai,Dubai,United Arab Emirates,2011.02.21,"$2,233,000",Novak Djokovic,Hard,/en/scores/archive/dubai/495/2011/results,2011
417,Acapulco,Acapulco,Mexico,2011.02.21,"$1,226,500",David Ferrer,Clay,/en/scores/archive/acapulco/807/2011/results,2011
418,Delray Beach,Delray Beach,United States,2011.02.21,"$442,500",Juan Martin del Potro,Hard,/en/scores/archive/delray-beach/499/2011/results,2011
419,ATP Masters 1000 Indian Wells,Indian Wells,United States,2011.03.10,"$4,717,540",Novak Djokovic,Hard,/en/scores/archive/indian-wells/404/2011/results,2011
420,ATP Masters 1000 Miami,Miami,United States,2011.03.23,"$4,500,000",Novak Djokovic,Hard,/en/scores/archive/miami/403/2011/results,2011
421,Houston,Houston,United States,2011.04.04,"$500,000",Ryan Sweeting,Clay,/en/scores/archive/houston/717/2011/results,2011
422,Casablanca,Casablanca,Morocco,2011.04.04,"€450,000",Pablo Andujar,Clay,/en/scores/archive/casablanca/360/2011/results,2011
423,ATP Masters 1000 Monte Carlo,Monte Carlo,Monaco,2011.04.10,"€2,543,750",Rafael Nadal,Clay,/en/scores/archive/monte-carlo/410/2011/results,2011
424,Barcelona,Barcelona,Spain,2011.04.18,"€1,995,000",Rafael Nadal,Clay,/en/scores/archive/barcelona/425/2011/results,2011
425,Munich,Munich,Germany,2011.04.24,"€450,000",Nikolay Davydenko,Clay,/en/scores/archive/munich/308/2011/results,2011
426,Estoril,Estoril,Portugal,2011.04.25,"€450,000",Juan Martin del Potro,Clay,/en/scores/archive/estoril/468/2011/results,2011
427,Belgrade,Belgrade,Serbia,2011.04.25,"€416,650",Novak Djokovic,Clay,/en/scores/archive/belgrade/5053/2011/results,2011
428,ATP Masters 1000 Madrid,Madrid,Spain,2011.05.01,"€3,706,000",Novak Djokovic,Clay,/en/scores/archive/madrid/1536/2011/results,2011
429,ATP Masters 1000 Rome,Rome,Italy,2011.05.08,"€2,750,000",Novak Djokovic,Clay,/en/scores/archive/rome/416/2011/results,2011
430,World Team Championship,Dusseldorf,Germany,2011.05.15,"€1,100,000",Juan Ignacio Chela,Clay,/en/scores/archive/dusseldorf/615/2011/results,2011
431,Nice,Nice,France,2011.05.15,"€450,000",Nicolas Almagro,Clay,/en/scores/archive/nice/6120/2011/results,2011
432,Roland Garros,Paris,France,2011.05.22,"€7,884,000",Rafael Nadal,Clay,/en/scores/archive/roland-garros/520/2011/results,2011
433,Halle,Halle,Germany,2011.06.06,"€750,000",Philipp Kohlschreiber,Grass,/en/scores/archive/halle/500/2011/results,2011
434,London / Queen's Club,London,Great Britain,2011.06.06,"€694,250",Andy Murray,Grass,/en/scores/archive/london/311/2011/results,2011
435,Eastbourne,Eastbourne,Great Britain,2011.06.12,"€462,675",Andreas Seppi,Grass,/en/scores/archive/eastbourne/741/2011/results,2011
436,s-Hertogenbosch,s-Hertogenbosch,Netherlands,2011.06.12,"€450,000",Dmitry Tursunov,Grass,/en/scores/archive/s-hertogenbosch/440/2011/results,2011
437,Wimbledon,London,Great Britain,2011.06.20,"£6,631,000",Novak Djokovic,Grass,/en/scores/archive/wimbledon/540/2011/results,2011
438,Newport,Newport,United States,2011.07.04,"$500,000",John Isner,Grass,/en/scores/archive/newport/315/2011/results,2011
439,Bastad,Bastad,Sweden,2011.07.11,"€450,000",Robin Soderling,Clay,/en/scores/archive/bastad/316/2011/results,2011
440,Stuttgart,Stuttgart,Germany,2011.07.11,"€450,000",Juan Carlos Ferrero,Clay,/en/scores/archive/stuttgart/321/2011/results,2011
441,Hamburg,Hamburg,Germany,2011.07.18,"€1,115,000",Gilles Simon,Clay,/en/scores/archive/hamburg/414/2011/results,2011
442,Atlanta,Atlanta,United States,2011.07.18,"$600,000",Mardy Fish,Hard,/en/scores/archive/atlanta/6116/2011/results,2011
443,Los Angeles,Los Angeles,United States,2011.07.25,"$700,000",Ernests Gulbis,Hard,/en/scores/archive/los-angeles/423/2011/results,2011
444,Gstaad,Gstaad,Switzerland,2011.07.25,"€450,000",Marcel Granollers,Clay,/en/scores/archive/gstaad/314/2011/results,2011
445,Umag,Umag,Croatia,2011.07.25,"€450,000",Alexandr Dolgopolov,Clay,/en/scores/archive/umag/439/2011/results,2011
446,Washington,Washington,United States,2011.07.31,"$1,402,900",Radek Stepanek,Hard,/en/scores/archive/washington/418/2011/results,2011
447,Kitzbühel,Kitzbhel,Austria,2011.07.31,"€450,000",Robin Haase,Clay,/en/scores/archive/kitzbhel/319/2011/results,2011
448,ATP Masters 1000 Canada,Montreal,Canada,2011.08.08,"$3,000,000",Novak Djokovic,Hard,/en/scores/archive/montreal/421/2011/results,2011
449,ATP Masters 1000 Cincinnati,Cincinnati,United States,2011.08.14,"$3,200,000",Andy Murray,Hard,/en/scores/archive/cincinnati/422/2011/results,2011
450,Winston-Salem,Winston-Salem,United States,2011.08.21,"$625,000",John Isner,Hard,/en/scores/archive/winston-salem/6242/2011/results,2011
451,US Open,New York,United States,2011.08.29,"$10,768,000",Novak Djokovic,Hard,/en/scores/archive/us-open/560/2011/results,2011
452,Metz,Metz,France,2011.09.19,"€450,000",Jo-Wilfried Tsonga,Hard,/en/scores/archive/metz/341/2011/results,2011
453,Bucharest,Bucharest,Romania,2011.09.19,"€422,950",Florian Mayer,Clay,/en/scores/archive/bucharest/773/2011/results,2011
454,Kuala Lumpur,Kuala Lumpur,Malaysia,2011.09.26,"$947,750",Janko Tipsarevic,Hard,/en/scores/archive/kuala-lumpur/6003/2011/results,2011
455,Bangkok,Bangkok,Thailand,2011.09.26,"$644,500",Andy Murray,Hard,/en/scores/archive/bangkok/1720/2011/results,2011
456,Beijing,Beijing,China,2011.10.03,"$3,336,500",Tomas Berdych,Hard,/en/scores/archive/beijing/747/2011/results,2011
457,Tokyo,Tokyo,Japan,2011.10.03,"$1,341,000",Andy Murray,Hard,/en/scores/archive/tokyo/329/2011/results,2011
458,ATP Masters 1000 Shanghai,Shanghai,China,2011.10.09,"$5,650,000",Andy Murray,Hard,/en/scores/archive/shanghai/5014/2011/results,2011
459,Moscow,Moscow,Russia,2011.10.17,"$805,500",Janko Tipsarevic,Hard,/en/scores/archive/moscow/438/2011/results,2011
460,Stockholm,Stockholm,Sweden,2011.10.17,"€600,000",Gael Monfils,Hard,/en/scores/archive/stockholm/429/2011/results,2011
461,St. Petersburg,St. Petersburg,Russia,2011.10.24,"$750,000",Marin Cilic,Hard,/en/scores/archive/st-petersburg/568/2011/results,2011
462,Vienna,Vienna,Austria,2011.10.24,"€650,000",Jo-Wilfried Tsonga,Hard,/en/scores/archive/vienna/337/2011/results,2011
463,Valencia,Valencia,Spain,2011.10.31,"€2,019,000",Marcel Granollers,Hard,/en/scores/archive/valencia/573/2011/results,2011
464,Basel,Basel,Switzerland,2011.10.31,"€1,838,100",Roger Federer,Hard,/en/scores/archive/basel/328/2011/results,2011
465,ATP Masters 1000 Paris,Paris,France,2011.11.07,"€2,750,000",Roger Federer,Hard,/en/scores/archive/paris/352/2011/results,2011
466,ATP Finals,London,Great Britain,2011.11.20,"$5,070,000",Roger Federer,Hard,/en/scores/archive/atp-finals/605/2011/results,2011
467,Brisbane,Brisbane,Australia,2012.01.01,"$486,000",Andy Murray,Hard,/en/scores/archive/brisbane/339/2012/results,2012
468,Doha,Doha,Qatar,2012.01.02,"$1,110,250",Jo-Wilfried Tsonga,Hard,/en/scores/archive/doha/451/2012/results,2012
469,Chennai,Chennai,India,2012.01.02,"$450,000",Milos Raonic,Hard,/en/scores/archive/chennai/891/2012/results,2012
470,Sydney,Sydney,Australia,2012.01.09,"$486,000",Jarkko Nieminen,Hard,/en/scores/archive/sydney/338/2012/results,2012
471,Auckland,Auckland,New Zealand,2012.01.09,"$450,000",David Ferrer,Hard,/en/scores/archive/auckland/301/2012/results,2012
472,Australian Open,Melbourne,Australia,2012.01.16,"A$11,806,550",Novak Djokovic,Hard,/en/scores/archive/australian-open/580/2012/results,2012
473,Montpellier,Montpellier,France,2012.01.30,"€450,000",Tomas Berdych,Hard,/en/scores/archive/montpellier/375/2012/results,2012
474,Vina del Mar,Vina del Mar,Chile,2012.01.30,"$450,000",Juan Monaco,Clay,/en/scores/archive/vina-del-mar/505/2012/results,2012
475,Zagreb,Zagreb,Croatia,2012.01.30,"€450,000",Mikhail Youzhny,Hard,/en/scores/archive/zagreb/2276/2012/results,2012
476,Rotterdam,Rotterdam,Netherlands,2012.02.13,"€1,502,500",Roger Federer,Hard,/en/scores/archive/rotterdam/407/2012/results,2012
477,San Jose,San Jose,United States,2012.02.13,"$600,000",Milos Raonic,Hard,/en/scores/archive/san-jose/424/2012/results,2012
478,Sao Paulo,Sao Paulo,Brazil,2012.02.13,"$532,800",Nicolas Almagro,Clay,/en/scores/archive/sao-paulo/533/2012/results,2012
479,Memphis,Memphis,United States,2012.02.20,"$1,281,500",Jurgen Melzer,Hard,/en/scores/archive/memphis/402/2012/results,2012
480,Marseille,Marseille,France,2012.02.20,"€576,000",Juan Martin del Potro,Hard,/en/scores/archive/marseille/496/2012/results,2012
481,Buenos Aires,Buenos Aires,Argentina,2012.02.20,"$553,100",David Ferrer,Clay,/en/scores/archive/buenos-aires/506/2012/results,2012
482,Dubai,Dubai,United Arab Emirates,2012.02.27,"$2,313,975",Roger Federer,Hard,/en/scores/archive/dubai/495/2012/results,2012
483,Acapulco,Acapulco,Mexico,2012.02.27,"$1,281,500",David Ferrer,Clay,/en/scores/archive/acapulco/807/2012/results,2012
484,Delray Beach,Delray Beach,United States,2012.02.27,"$500,000",Kevin Anderson,Hard,/en/scores/archive/delray-beach/499/2012/results,2012
485,ATP Masters 1000 Indian Wells,Indian Wells,United States,2012.03.08,"$5,816,010",Roger Federer,Hard,/en/scores/archive/indian-wells/404/2012/results,2012
486,ATP Masters 1000 Miami,Miami,United States,2012.03.21,"$4,828,050",Novak Djokovic,Hard,/en/scores/archive/miami/403/2012/results,2012
487,Houston,Houston,United States,2012.04.09,"$500,000",Juan Monaco,Clay,/en/scores/archive/houston/717/2012/results,2012
488,Casablanca,Casablanca,Morocco,2012.04.09,"€450,000",Pablo Andujar,Clay,/en/scores/archive/casablanca/360/2012/results,2012
489,ATP Masters 1000 Monte Carlo,Monte Carlo,Monaco,2012.04.15,"€2,744,225",Rafael Nadal,Clay,/en/scores/archive/monte-carlo/410/2012/results,2012
490,Barcelona,Barcelona,Spain,2012.04.23,"€2,072,500",Rafael Nadal,Clay,/en/scores/archive/barcelona/425/2012/results,2012
491,Bucharest,Bucharest,Romania,2012.04.23,"€450,000",Gilles Simon,Clay,/en/scores/archive/bucharest/773/2012/results,2012
492,Estoril,Estoril,Portugal,2012.04.30,"€450,000",Juan Martin del Potro,Clay,/en/scores/archive/estoril/468/2012/results,2012
493,Munich,Munich,Germany,2012.04.30,"€450,000",Philipp Kohlschreiber,Clay,/en/scores/archive/munich/308/2012/results,2012
494,Belgrade,Belgrade,Serbia,2012.04.30,"€418,700",Andreas Seppi,Clay,/en/scores/archive/belgrade/5053/2012/results,2012
495,ATP Masters 1000 Madrid,Madrid,Spain,2012.05.06,"€3,973,695",Roger Federer,Clay,/en/scores/archive/madrid/1536/2012/results,2012
496,ATP Masters 1000 Rome,Rome,Italy,2012.05.13,"€2,950,475",Rafael Nadal,Clay,/en/scores/archive/rome/416/2012/results,2012
