,Tournament,City,Country,Start Date,Prize,Champion,Surface,URL,Year
497,Nice,Nice,France,2012.05.20,"€450,000",Nicolas Almagro,Clay,/en/scores/archive/nice/6120/2012/results,2012
498,Roland Garros,Paris,France,2012.05.27,"€8,487,000",Rafael Nadal,Clay,/en/scores/archive/roland-garros/520/2012/results,2012
499,Halle,Halle,Germany,2012.06.11,"€750,000",Tommy Haas,Grass,/en/scores/archive/halle/500/2012/results,2012
500,London / Queen's Club,London,Great Britain,2012.06.11,"€711,550",Marin Cilic,Grass,/en/scores/archive/london/311/2012/results,2012
501,s-Hertogenbosch,s-Hertogenbosch,Netherlands,2012.06.17,"€450,000",David Ferrer,Grass,/en/scores/archive/s-hertogenbosch/440/2012/results,2012
502,Eastbourne,Eastbourne,Great Britain,2012.06.18,"€455,700",Andy Roddick,Grass,/en/scores/archive/eastbourne/741/2012/results,2012
503,Wimbledon,London,Great Britain,2012.06.25,"£7,285,200",Roger Federer,Grass,/en/scores/archive/wimbledon/540/2012/results,2012
504,Newport,Newport,United States,2012.07.09,"$455,750",John Isner,Grass,/en/scores/archive/newport/315/2012/results,2012
505,Bastad,B†stad,Sweden,2012.07.09,"€410,175",David Ferrer,Clay,/en/scores/archive/bstad/316/2012/results,2012
506,Stuttgart,Stuttgart,Germany,2012.07.09,"€410,175",Janko Tipsarevic,Clay,/en/scores/archive/stuttgart/321/2012/results,2012
507,Umag,Umag,Croatia,2012.07.09,"€410,175",Marin Cilic,Clay,/en/scores/archive/umag/439/2012/results,2012
508,Hamburg,Hamburg,Germany,2012.07.16,"€1,015,000",Juan Monaco,Clay,/en/scores/archive/hamburg/414/2012/results,2012
509,Atlanta,Atlanta,United States,2012.07.16,"$546,900",Andy Roddick,Hard,/en/scores/archive/atlanta/6116/2012/results,2012
510,Gstaad,Gstaad,Switzerland,2012.07.16,"€410,175",Thomaz Bellucci,Clay,/en/scores/archive/gstaad/314/2012/results,2012
511,Kitzbühel,Kitzbuhel,Austria,2012.07.22,"€410,175",Robin Haase,Clay,/en/scores/archive/kitzbuhel/319/2012/results,2012
512,Los Angeles,Los Angeles,United States,2012.07.23,"$638,050",Sam Querrey,Hard,/en/scores/archive/los-angeles/423/2012/results,2012
513,Washington,Washington,United States,2012.07.30,"$1,286,260",Alexandr Dolgopolov,Hard,/en/scores/archive/washington/418/2012/results,2012
514,ATP Masters 1000 Canada,Toronto,Canada,2012.08.06,"$3,218,700",Novak Djokovic,Hard,/en/scores/archive/toronto/421/2012/results,2012
515,ATP Masters 1000 Cincinnati,Cincinnati,United States,2012.08.12,"$3,433,280",Roger Federer,Hard,/en/scores/archive/cincinnati/422/2012/results,2012
516,Winston-Salem,Winston-Salem,United States,2012.08.19,"$625,000",John Isner,Hard,/en/scores/archive/winston-salem/6242/2012/results,2012
517,US Open,New York,United States,2012.08.27,"$11,777,000",Andy Murray,Hard,/en/scores/archive/us-open/560/2012/results,2012
518,St. Petersburg,St. Petersburg,Russia,2012.09.17,"$468,350",Martin Klizan,Hard,/en/scores/archive/st-petersburg/568/2012/results,2012
519,Metz,Metz,France,2012.09.17,"€450,000",Jo-Wilfried Tsonga,Hard,/en/scores/archive/metz/341/2012/results,2012
520,Kuala Lumpur,Kuala Lumpur,Malaysia,2012.09.24,"$947,750",Juan Monaco,Hard,/en/scores/archive/kuala-lumpur/6003/2012/results,2012
521,Bangkok,Bangkok,Thailand,2012.09.24,"$608,500",Richard Gasquet,Hard,/en/scores/archive/bangkok/1720/2012/results,2012
522,Beijing,Beijing,China,2012.10.01,"$3,441,500",Novak Djokovic,Hard,/en/scores/archive/beijing/747/2012/results,2012
523,Tokyo,Tokyo,Japan,2012.10.01,"$1,407,065",Kei Nishikori,Hard,/en/scores/archive/tokyo/329/2012/results,2012
524,ATP Masters 1000 Shanghai,Shanghai,China,2012.10.07,"$5,891,600",Novak Djokovic,Hard,/en/scores/archive/shanghai/5014/2012/results,2012
525,Moscow,Moscow,Russia,2012.10.15,"$742,150",Andreas Seppi,Hard,/en/scores/archive/moscow/438/2012/results,2012
526,Stockholm,Stockholm,Sweden,2012.10.15,"€550,000",Tomas Berdych,Hard,/en/scores/archive/stockholm/429/2012/results,2012
527,Vienna,Vienna,Austria,2012.10.15,"€550,000",Juan Martin del Potro,Hard,/en/scores/archive/vienna/337/2012/results,2012
528,Valencia,Valencia,Spain,2012.10.21,"€2,086,850",David Ferrer,Hard,/en/scores/archive/valencia/573/2012/results,2012
529,Basel,Basel,Switzerland,2012.10.22,"€1,934,300",Juan Martin del Potro,Hard,/en/scores/archive/basel/328/2012/results,2012
530,ATP Masters 1000 Paris,Paris,France,2012.10.29,"€2,950,475",David Ferrer,Hard,/en/scores/archive/paris/352/2012/results,2012
531,ATP Finals,London,Great Britain,2012.11.05,"$5,500,000",Novak Djokovic,Hard,/en/scores/archive/atp-finals/605/2012/results,2012
532,Brisbane,Brisbane,Australia,2012.12.30,"$494,230",Andy Murray,Hard,/en/scores/archive/brisbane/339/2013/results,2013
533,Doha,Doha,Qatar,2012.12.31,"$1,150,720",Richard Gasquet,Hard,/en/scores/archive/doha/451/2013/results,2013
534,Chennai,Chennai,India,2012.12.31,"$442,750",Janko Tipsarevic,Hard,/en/scores/archive/chennai/891/2013/results,2013
535,Sydney,Sydney,Australia,2013.01.07,"$494,230",Bernard Tomic,Hard,/en/scores/archive/sydney/338/2013/results,2013
536,Auckland,Auckland,New Zealand,2013.01.07,"$491,000",David Ferrer,Hard,/en/scores/archive/auckland/301/2013/results,2013
537,Australian Open,Melbourne,Australia,2013.01.14,"A$13,803,160",Novak Djokovic,Hard,/en/scores/archive/australian-open/580/2013/results,2013
538,Montpellier,Montpellier,France,2013.02.04,"€467,800",Richard Gasquet,Hard,/en/scores/archive/montpellier/375/2013/results,2013
539,Vina del Mar,Vina del Mar,Chile,2013.02.04,"$467,800",Horacio Zeballos,Clay,/en/scores/archive/vina-del-mar/505/2013/results,2013
540,Zagreb,Zagreb,Croatia,2013.02.04,"€467,800",Marin Cilic,Hard,/en/scores/archive/zagreb/2276/2013/results,2013
541,Rotterdam,Rotterdam,Netherlands,2013.02.11,"€1,575,875",Juan Martin del Potro,Hard,/en/scores/archive/rotterdam/407/2013/results,2013
542,San Jose,San Jose,United States,2013.02.11,"$623,730",Milos Raonic,Hard,/en/scores/archive/san-jose/424/2013/results,2013
543,Sao Paulo,Sao Paulo,Brazil,2013.02.11,"$519,775",Rafael Nadal,Clay,/en/scores/archive/sao-paulo/533/2013/results,2013
544,Memphis,Memphis,United States,2013.02.18,"$1,353,550",Kei Nishikori,Hard,/en/scores/archive/memphis/402/2013/results,2013
545,Marseille,Marseille,France,2013.02.18,"€598,535",Jo-Wilfried Tsonga,Hard,/en/scores/archive/marseille/496/2013/results,2013
546,Buenos Aires,Buenos Aires,Argentina,2013.02.18,"$570,470",David Ferrer,Clay,/en/scores/archive/buenos-aires/506/2013/results,2013
547,Dubai,Dubai,United Arab Emirates,2013.02.25,"$2,413,300",Novak Djokovic,Hard,/en/scores/archive/dubai/495/2013/results,2013
548,Acapulco,Acapulco,Mexico,2013.02.25,"$1,353,550",Rafael Nadal,Clay,/en/scores/archive/acapulco/807/2013/results,2013
549,Delray Beach,Delray Beach,United States,2013.02.25,"$519,775",Ernests Gulbis,Hard,/en/scores/archive/delray-beach/499/2013/results,2013
550,ATP Masters 1000 Indian Wells,Indian Wells,United States,2013.03.07,"$6,676,605",Rafael Nadal,Hard,/en/scores/archive/indian-wells/404/2013/results,2013
551,ATP Masters 1000 Miami,Miami,United States,2013.03.20,"$5,244,125",Andy Murray,Hard,/en/scores/archive/miami/403/2013/results,2013
552,Houston,Houston,United States,2013.04.08,"$519,775",John Isner,Clay,/en/scores/archive/houston/717/2013/results,2013
553,Casablanca,Casablanca,Morocco,2013.04.08,"€467,800",Tommy Robredo,Clay,/en/scores/archive/casablanca/360/2013/results,2013
554,ATP Masters 1000 Monte Carlo,Monte-Carlo,Monaco,2013.04.14,"€2,998,495",Novak Djokovic,Clay,/en/scores/archive/monte-carlo/410/2013/results,2013
555,Barcelona,Barcelona,Spain,2013.04.22,"€2,166,875",Rafael Nadal,Clay,/en/scores/archive/barcelona/425/2013/results,2013
556,Bucharest,Bucharest,Romania,2013.04.22,"€467,800",Lukas Rosol,Clay,/en/scores/archive/bucharest/773/2013/results,2013
557,Munich,Munich,Germany,2013.04.29,"€467,800",Tommy Haas,Clay,/en/scores/archive/munich/308/2013/results,2013
558,Oeiras,Oeiras,Portugal,2013.04.29,"€467,800",Stan Wawrinka,Clay,/en/scores/archive/oeiras/468/2013/results,2013
559,ATP Masters 1000 Madrid,Madrid,Spain,2013.05.05,"€4,303,867",Rafael Nadal,Clay,/en/scores/archive/madrid/1536/2013/results,2013
560,ATP Masters 1000 Rome,Rome,Italy,2013.05.12,"€3,204,745",Rafael Nadal,Clay,/en/scores/archive/rome/416/2013/results,2013
561,Dusseldorf,Dusseldorf,Germany,2013.05.19,"€467,800",Juan Monaco,Clay,/en/scores/archive/dusseldorf/6710/2013/results,2013
562,Nice,Nice,France,2013.05.19,"€467,800",Albert Montanes,Clay,/en/scores/archive/nice/6120/2013/results,2013
563,Roland Garros,Paris,France,2013.05.27,"€10,104,000",Rafael Nadal,Clay,/en/scores/archive/roland-garros/520/2013/results,2013
564,Halle,Halle,Germany,2013.06.10,"€779,665",Roger Federer,Grass,/en/scores/archive/halle/500/2013/results,2013
565,London / Queen's Club,London,Great Britain,2013.06.10,"€779,665",Andy Murray,Grass,/en/scores/archive/london/311/2013/results,2013
566,s-Hertogenbosch,s-Hertogenbosch,Netherlands,2013.06.16,"€467,800",Nicolas Mahut,Grass,/en/scores/archive/s-hertogenbosch/440/2013/results,2013
567,Eastbourne,Eastbourne,Great Britain,2013.06.17,"€526,060",Feliciano Lopez,Grass,/en/scores/archive/eastbourne/741/2013/results,2013
568,Wimbledon,London,Great Britain,2013.06.24,"£10,514,000",Andy Murray,Grass,/en/scores/archive/wimbledon/540/2013/results,2013
569,Newport,Newport,United States,2013.07.08,"$519,775",Nicolas Mahut,Grass,/en/scores/archive/newport/315/2013/results,2013
570,Bastad,Bastad,Sweden,2013.07.08,"€491,370",Carlos Berlocq,Clay,/en/scores/archive/bastad/316/2013/results,2013
571,Stuttgart,Stuttgart,Germany,2013.07.08,"€467,800",Fabio Fognini,Clay,/en/scores/archive/stuttgart/321/2013/results,2013
572,Hamburg,Hamburg,Germany,2013.07.15,"€1,230,500",Fabio Fognini,Clay,/en/scores/archive/hamburg/414/2013/results,2013
573,Bogota,Bogota,Colombia,2013.07.15,"$727,685",Ivo Karlovic,Hard,/en/scores/archive/bogota/6718/2013/results,2013
574,Atlanta,Atlanta,United States,2013.07.22,"$623,730",John Isner,Hard,/en/scores/archive/atlanta/6116/2013/results,2013
575,Gstaad,Gstaad,Switzerland,2013.07.22,"€467,800",Mikhail Youzhny,Clay,/en/scores/archive/gstaad/314/2013/results,2013
576,Umag,Umag,Croatia,2013.07.22,"€467,800",Tommy Robredo,Clay,/en/scores/archive/umag/439/2013/results,2013
577,Kitzbühel,Kitzbhel,Austria,2013.07.28,"€467,800",Marcel Granollers,Clay,/en/scores/archive/kitzbhel/319/2013/results,2013
578,Washington,Washington,United States,2013.07.29,"$1,546,590",Juan Martin del Potro,Hard,/en/scores/archive/washington/418/2013/results,2013
579,ATP Masters 1000 Canada,Montreal,Canada,2013.08.05,"$3,496,085",Rafael Nadal,Hard,/en/scores/archive/montreal/421/2013/results,2013
580,ATP Masters 1000 Cincinnati,Cincinnati,United States,2013.08.11,"$3,729,155",Rafael Nadal,Hard,/en/scores/archive/cincinnati/422/2013/results,2013
581,Winston-Salem,Winston-Salem,United States,2013.08.18,"$658,450",Jurgen Melzer,Hard,/en/scores/archive/winston-salem/6242/2013/results,2013
582,US Open,New York,United States,2013.08.26,"$16,102,000",Rafael Nadal,Hard,/en/scores/archive/us-open/560/2013/results,2013
583,St. Petersburg,St. Petersburg,Russia,2013.09.16,"$519,775",Ernests Gulbis,Hard,/en/scores/archive/st-petersburg/568/2013/results,2013
584,Metz,Metz,France,2013.09.16,"€467,800",Gilles Simon,Hard,/en/scores/archive/metz/341/2013/results,2013
585,Kuala Lumpur,Kuala Lumpur,Malaysia,2013.09.23,"$984,300",Joao Sousa,Hard,/en/scores/archive/kuala-lumpur/6003/2013/results,2013
586,Bangkok,Bangkok,Thailand,2013.09.23,"$631,530",Milos Raonic,Hard,/en/scores/archive/bangkok/1720/2013/results,2013
587,Beijing,Beijing,China,2013.09.30,"$3,566,050",Novak Djokovic,Hard,/en/scores/archive/beijing/747/2013/results,2013
588,Tokyo,Tokyo,Japan,2013.09.30,"$1,437,800",Juan Martin del Potro,Hard,/en/scores/archive/tokyo/329/2013/results,2013
589,ATP Masters 1000 Shanghai,Shanghai,China,2013.10.07,"$6,211,445",Novak Djokovic,Hard,/en/scores/archive/shanghai/5014/2013/results,2013
590,Moscow,Moscow,Russia,2013.10.14,"$823,550",Richard Gasquet,Hard,/en/scores/archive/moscow/438/2013/results,2013
591,Stockholm,Stockholm,Sweden,2013.10.14,"€600,565",Grigor Dimitrov,Hard,/en/scores/archive/stockholm/429/2013/results,2013
592,Vienna,Vienna,Austria,2013.10.14,"€571,755",Tommy Haas,Hard,/en/scores/archive/vienna/337/2013/results,2013
593,Valencia,Valencia,Spain,2013.10.21,"€2,171,095",Mikhail Youzhny,Hard,/en/scores/archive/valencia/573/2013/results,2013
594,Basel,Basel,Switzerland,2013.10.21,"€1,988,835",Juan Martin del Potro,Hard,/en/scores/archive/basel/328/2013/results,2013
595,ATP Masters 1000 Paris,Paris,France,2013.10.28,"€3,204,745",Novak Djokovic,Hard,/en/scores/archive/paris/352/2013/results,2013
596,ATP Finals,London,Great Britain,2013.11.04,"$6,000,000",Novak Djokovic,Hard,/en/scores/archive/atp-finals/605/2013/results,2013
597,Brisbane,Brisbane,Australia,2013.12.29,"$511,825",Lleyton Hewitt,Hard,/en/scores/archive/brisbane/339/2014/results,2014
598,Doha,Doha,Qatar,2013.12.30,"$1,195,500",Rafael Nadal,Hard,/en/scores/archive/doha/451/2014/results,2014
599,Chennai,Chennai,India,2013.12.30,"$459,140",Stan Wawrinka,Hard,/en/scores/archive/chennai/891/2014/results,2014
600,Auckland,Auckland,New Zealand,2014.01.06,"$514,345",John Isner,Hard,/en/scores/archive/auckland/301/2014/results,2014
601,Sydney,Sydney,Australia,2014.01.06,"$511,825",Juan Martin del Potro,Hard,/en/scores/archive/sydney/338/2014/results,2014
602,Australian Open,Melbourne,Australia,2014.01.13,"A$14,982,200",Stan Wawrinka,Hard,/en/scores/archive/australian-open/580/2014/results,2014
603,Montpellier,Montpellier,France,2014.02.03,"€485,760",Gael Monfils,Hard,/en/scores/archive/montpellier/375/2014/results,2014
604,Vina del Mar,Vina del Mar,Chile,2014.02.03,"$485,760",Fabio Fognini,Clay,/en/scores/archive/vina-del-mar/505/2014/results,2014
605,Zagreb,Zagreb,Croatia,2014.02.03,"€485,760",Marin Cilic,Hard,/en/scores/archive/zagreb/2276/2014/results,2014
606,Rotterdam,Rotterdam,Netherlands,2014.02.10,"€1,500,755",Tomas Berdych,Hard,/en/scores/archive/rotterdam/407/2014/results,2014
607,Memphis,Memphis,United States,2014.02.10,"$647,675",Kei Nishikori,Hard,/en/scores/archive/memphis/402/2014/results,2014
608,Memphis,Memphis,United States,2014.02.10,"$647,675",Kei Nishikori,Hard,/en/scores/archive/memphis/424/2014/results,2014
609,Buenos Aires,Buenos Aires,Argentina,2014.02.10,"$567,760",David Ferrer,Clay,/en/scores/archive/buenos-aires/506/2014/results,2014
610,Rio de Janeiro,Rio de Janeiro,Brazil,2014.02.17,"$1,454,365",Rafael Nadal,Clay,/en/scores/archive/rio-de-janeiro/6932/2014/results,2014
611,Marseille,Marseille,France,2014.02.17,"€621,560",Ernests Gulbis,Hard,/en/scores/archive/marseille/496/2014/results,2014
612,Delray Beach,Delray Beach,United States,2014.02.17,"$539,730",Marin Cilic,Hard,/en/scores/archive/delray-beach/499/2014/results,2014
613,Dubai,Dubai,United Arab Emirates,2014.02.24,"$2,359,935",Roger Federer,Hard,/en/scores/archive/dubai/495/2014/results,2014
614,Acapulco,Acapulco,Mexico,2014.02.24,"$1,454,365",Grigor Dimitrov,Hard,/en/scores/archive/acapulco/807/2014/results,2014
615,Sao Paulo,Sao Paulo,Brazil,2014.02.24,"$539,730",Federico Delbonis,Clay,/en/scores/archive/sao-paulo/533/2014/results,2014
616,ATP Masters 1000 Indian Wells,Indian Wells,United States,2014.03.06,"$6,959,295",Novak Djokovic,Hard,/en/scores/archive/indian-wells/404/2014/results,2014
617,ATP Masters 1000 Miami,Miami,United States,2014.03.19,"$5,649,405",Novak Djokovic,Hard,/en/scores/archive/miami/403/2014/results,2014
618,Houston,Houston,United States,2014.04.07,"$539,730",Fernando Verdasco,Clay,/en/scores/archive/houston/717/2014/results,2014
619,Casablanca,Casablanca,Morocco,2014.04.07,"€485,760",Guillermo Garcia-Lopez,Clay,/en/scores/archive/casablanca/360/2014/results,2014
620,ATP Masters 1000 Monte Carlo,Monte Carlo,Monaco,2014.04.13,"€3,246,165",Stan Wawrinka,Clay,/en/scores/archive/monte-carlo/410/2014/results,2014
621,Barcelona,Barcelona,Spain,2014.04.21,"€2,127,035",Kei Nishikori,Clay,/en/scores/archive/barcelona/425/2014/results,2014
622,Bucharest,Bucharest,Romania,2014.04.21,"€485,760",Grigor Dimitrov,Clay,/en/scores/archive/bucharest/773/2014/results,2014
623,Munich,Munich,Germany,2014.04.28,"€485,760",Martin Klizan,Clay,/en/scores/archive/munich/308/2014/results,2014
624,Oeiras,Oeiras,Portugal,2014.04.28,"€485,760",Carlos Berlocq,Clay,/en/scores/archive/oeiras/468/2014/results,2014
625,ATP Masters 1000 Madrid,Madrid,Spain,2014.05.04,"€4,625,835",Rafael Nadal,Clay,/en/scores/archive/madrid/1536/2014/results,2014
626,ATP Masters 1000 Rome,Rome,Italy,2014.05.11,"€3,452,415",Novak Djokovic,Clay,/en/scores/archive/rome/416/2014/results,2014
627,Dusseldorf,Dusseldorf,Germany,2014.05.18,"€485,760",Philipp Kohlschreiber,Clay,/en/scores/archive/dusseldorf/6710/2014/results,2014
628,Nice,Nice,France,2014.05.18,"€485,760",Ernests Gulbis,Clay,/en/scores/archive/nice/6120/2014/results,2014
629,Roland Garros,Paris,France,2014.05.26,"€11,552,000",Rafael Nadal,Clay,/en/scores/archive/roland-garros/520/2014/results,2014
630,Halle,Halle,Germany,2014.06.09,"€809,600",Roger Federer,Grass,/en/scores/archive/halle/500/2014/results,2014
631,London / Queen's Club,London,Great Britain,2014.06.09,"€809,600",Grigor Dimitrov,Grass,/en/scores/archive/london/311/2014/results,2014
632,s-Hertogenbosch,s-Hertogenbosch,Netherlands,2014.06.15,"€485,760",Roberto Bautista Agut,Grass,/en/scores/archive/s-hertogenbosch/440/2014/results,2014
633,Eastbourne,Eastbourne,Great Britain,2014.06.16,"€562,340",Feliciano Lopez,Grass,/en/scores/archive/eastbourne/741/2014/results,2014
634,Wimbledon,London,Great Britain,2014.06.23,"£11,715,000",Novak Djokovic,Grass,/en/scores/archive/wimbledon/540/2014/results,2014
635,Newport,Newport,United States,2014.07.07,"$539,730",Lleyton Hewitt,Grass,/en/scores/archive/newport/315/2014/results,2014
636,Bastad,Bastad,Sweden,2014.07.07,"€485,760",Pablo Cuevas,Clay,/en/scores/archive/bastad/316/2014/results,2014
637,Stuttgart,Stuttgart,Germany,2014.07.07,"€485,760",Roberto Bautista Agut,Clay,/en/scores/archive/stuttgart/321/2014/results,2014
638,Hamburg,Hamburg,Germany,2014.07.14,"€1,322,150",Leonardo Mayer,Clay,/en/scores/archive/hamburg/414/2014/results,2014
639,Bogota,Bogota,Colombia,2014.07.14,"$730,102",Bernard Tomic,Hard,/en/scores/archive/bogota/6718/2014/results,2014
640,Atlanta,Atlanta,United States,2014.07.21,"$647,675",John Isner,Hard,/en/scores/archive/atlanta/6116/2014/results,2014
641,Gstaad,Gstaad,Switzerland,2014.07.21,"€485,760",Pablo Andujar,Clay,/en/scores/archive/gstaad/314/2014/results,2014
642,Umag,Umag,Croatia,2014.07.21,"€485,760",Pablo Cuevas,Clay,/en/scores/archive/umag/439/2014/results,2014
643,Kitzbühel,Kitzbuhel,Austria,2014.07.27,"€485,760",David Goffin,Clay,/en/scores/archive/kitzbuhel/319/2014/results,2014
644,Washington,Washington,United States,2014.07.28,"$1,654,295",Milos Raonic,Hard,/en/scores/archive/washington/418/2014/results,2014
645,ATP Masters 1000 Canada,Toronto,Canada,2014.08.04,"$3,766,270",Jo-Wilfried Tsonga,Hard,/en/scores/archive/toronto/421/2014/results,2014
646,ATP Masters 1000 Cincinnati,Cincinnati,United States,2014.08.10,"$4,017,355",Roger Federer,Hard,/en/scores/archive/cincinnati/422/2014/results,2014
647,Winston-Salem,Winston-Salem,United States,2014.08.17,"$683,705",Lukas Rosol,Hard,/en/scores/archive/winston-salem/6242/2014/results,2014
648,US Open,New York City,United States,2014.08.25,"$17,851,868",Marin Cilic,Hard,/en/scores/archive/us-open/560/2014/results,2014
649,Metz,Metz,France,2014.09.15,"€485,760",David Goffin,Hard,/en/scores/archive/metz/341/2014/results,2014
650,Kuala Lumpur,Kuala Lumpur,Malaysia,2014.09.22,"$1,022,255",Kei Nishikori,Hard,/en/scores/archive/kuala-lumpur/6003/2014/results,2014
651,Shenzhen,Shenzhen,China,2014.09.22,"$655,955",Andy Murray,Hard,/en/scores/archive/shenzhen/6967/2014/results,2014
652,Beijing,Beijing,China,2014.09.29,"$3,755,065",Novak Djokovic,Hard,/en/scores/archive/beijing/747/2014/results,2014
653,Tokyo,Tokyo,Japan,2014.09.29,"$1,373,420",Kei Nishikori,Hard,/en/scores/archive/tokyo/329/2014/results,2014
654,ATP Masters 1000 Shanghai,Shanghai,China,2014.10.05,"$6,521,695",Roger Federer,Hard,/en/scores/archive/shanghai/5014/2014/results,2014
655,Moscow,Moscow,Russia,2014.10.13,"$855,490",Marin Cilic,Hard,/en/scores/archive/moscow/438/2014/results,2014
656,Stockholm,Stockholm,Sweden,2014.10.13,"€593,705",Tomas Berdych,Hard,/en/scores/archive/stockholm/429/2014/results,2014
657,Vienna,Vienna,Austria,2014.10.13,"€593,705",Andy Murray,Hard,/en/scores/archive/vienna/337/2014/results,2014
658,Valencia,Valencia,Spain,2014.10.20,"€2,204,230",Andy Murray,Hard,/en/scores/archive/valencia/573/2014/results,2014
659,Basel,Basel,Switzerland,2014.10.20,"€1,915,060",Roger Federer,Hard,/en/scores/archive/basel/328/2014/results,2014
660,ATP Masters 1000 Paris,Paris,France,2014.10.27,"€3,452,415",Novak Djokovic,Hard,/en/scores/archive/paris/352/2014/results,2014
661,ATP Finals,London,Great Britain,2014.11.09,"$6,500,000",Novak Djokovic,Hard,/en/scores/archive/atp-finals/605/2014/results,2014
